"Adaugare date: 2024-02-28T20:15:39.649955-----------------------------------------------"
"2024-01-26T13:00:19","ȘFA","12","3","70"
"2024-01-26T16:58:28","VAA","19","4","45"
"2024-01-26T16:59:07","RG","1","4","45"
"2024-01-26T16:59:43","CD","70","5","45"
"2024-01-26T17:02:40","MB","18","9","45"
"2024-01-26T17:04:05","KS","2","6","45"
"2024-01-26T17:04:05","TD","98","8","45"
"2024-01-26T17:04:06","EV","9","9","45"
"2024-01-26T17:05:04","ȘM","14","7","45"
"2024-01-26T17:05:30","PR","7","8","45"
"2024-01-26T17:06:36","CG","22","6","45"
"2024-01-26T17:08:53","JM","6","5","45"
"2024-01-26T17:09:41","VA","80","6","45"
"2024-01-26T17:09:52","t","28","7","45"
"2024-01-26T17:10:11","VB","5","7","45"
"2024-01-26T17:30:05","BA","11","7","45"
"2024-01-26T17:35:20","NA","4","7","45"
"2024-01-26T17:35:29","ȘFA","12","5","45"
"2024-01-27T11:02:29","VAa","19","8","45"
"2024-01-27T11:02:31","GR","1","8","45"
"2024-01-27T11:02:34","GB","16","10","45"
"2024-01-27T11:03:02","PR","7","8","45"
"2024-01-27T11:03:34","CD","70","6","45"
"2024-01-27T11:03:36","BA","11","7","45"
"2024-01-27T11:03:39","TD","98","9","45"
"2024-01-27T11:05:28","EV","9","10","45"
"2024-01-27T11:07:06","Ks","2","10","45"
"2024-01-27T11:10:24","LB","31","9","45"
"2024-01-27T11:10:49","NA","4","4","45"
"2024-01-27T11:11:52","Va","80","9","45"
"2024-01-27T11:13:11","CG","22","9","45"
"2024-01-27T11:19:57","ȘM","14","8","45"
"2024-01-27T11:20:54","t","28","9","45"
"2024-01-27T14:13:46","ȘFA","12","5","45"
"2024-01-27T17:53:56","MB","18","8","45"
"2024-01-29T15:00:40","PR","7","3","65"
"2024-01-29T15:01:02","CD","70","3","65"
"2024-01-29T15:01:17","GB","16","5","65"
"2024-01-29T15:01:51","TD","98","5","65"
"2024-01-29T15:02:48","ȘM","14","4","65"
"2024-01-29T15:02:58","Va","80","5","65"
"2024-01-29T15:03:35","EV","9","6","65"
"2024-01-29T15:19:28","ȘFA","12","3","65"
"2024-01-29T15:23:39","vb","5","3","65"
"2024-01-29T15:39:38","cg","22","4","65"
"2024-01-29T15:54:40","MBA","18","7","65"
"2024-01-29T15:59:10","Ks","2","4","65"
"2024-01-29T16:06:36","LB","31","7","65"
"2024-01-29T16:11:02","BA","11","3","65"
"2024-01-29T16:14:43","t","28","6","65"
"2024-01-30T11:33:05","BA","11","4","75"
"2024-01-30T11:34:21","CD","70","3","75"
"2024-01-30T11:36:55","NA","4","5","75"
"2024-01-30T11:38:14","t","28","6","75"
"2024-01-30T11:41:13","LB","31","6","75"
"2024-01-30T11:46:28","GB","16","4","75"
"2024-01-30T11:46:58","GR","1","3","75"
"2024-01-30T11:47:00","ȘM","14","4","75"
"2024-01-30T11:48:48","PR","7","3","75"
"2024-01-30T11:49:27","EV","9","6","75"
"2024-01-30T11:50:05","TD","98","6","75"
"2024-01-30T11:51:28","MB","18","7","75"
"2024-01-30T11:54:43","VA","80","5","75"
"2024-01-30T11:57:31","CG","22","5","75"
"2024-01-30T17:07:19","CD","70","4","46"
"2024-01-30T17:07:20","VB","5","9","46"
"2024-01-30T17:07:29","NA","4","7","46"
"2024-01-30T17:07:43","BA","11","7","46"
"2024-01-30T17:07:55","CG","22","7","46"
"2024-01-30T17:08:16","Va","80","10","46"
"2024-01-30T17:08:17","t","28","10","46"
"2024-01-30T17:08:24","ȘM","14","8","46"
"2024-01-30T17:08:31","TD","98","8","46"
"2024-01-30T17:09:18","PR","7","6","46"
"2024-01-30T17:09:30","GR","1","6","46"
"2024-01-30T17:09:31","GB","16","9","46"
"2024-01-30T17:13:49","EV","9","8","46"
"2024-01-30T17:30:27","LB","31","6","46"
"2024-01-31T11:34:05","BA","11","5","85"
"2024-01-31T11:34:25","PR","7","3","85"
"2024-01-31T11:36:40","TM","100","5","85"
"2024-01-31T11:42:02","NA","4","6","85"
"2024-01-31T11:42:04","CD","70","4","85"
"2024-01-31T11:42:36","EV","9","6","85"
"2024-01-31T11:45:59","MB","18","7","85"
"2024-01-31T11:46:04","ȘM","14","4","85"
"2024-01-31T11:48:18","GR","1","3","85"
"2024-01-31T11:50:04","Ks","2","5","85"
"2024-01-31T11:50:07","t","28","4","85"
"2024-01-31T11:50:08","GB","16","4","85"
"2024-01-31T11:53:47","LB","31","7","85"
"2024-01-31T11:54:46","Va","80","6","85"
"2024-01-31T12:05:32","CG","22","5","85"
"2024-01-31T12:11:31","JM","6","5","85"
"2024-01-31T15:38:45","TD","98","6","85"
"2024-02-01T11:32:20","GR","1","1","80"
"2024-02-01T11:32:47","NA","4","4","80"
"2024-02-01T11:33:09","PR","7","3","80"
"2024-02-01T11:33:22","TM","100","5","80"
"2024-02-01T11:34:17","JM","6","5","80"
"2024-02-01T11:35:37","Ks","2","3","80"
"2024-02-01T11:36:15","ȘM","14","3","80"
"2024-02-01T11:39:00","GB","16","4","80"
"2024-02-01T11:41:47","EV","9","6","80"
"2024-02-01T11:42:34","MB","18","6","80"
"2024-02-01T11:44:56","LB","31","6","80"
"2024-02-01T11:49:23","vb","5","2","80"
"2024-02-01T11:53:17","BA","11","6","80"
"2024-02-01T11:57:34","CG","22","5","80"
"2024-02-01T11:58:33","VA","80","7","80"
"2024-02-01T17:56:05","CG","22","5","54"
"2024-02-01T17:59:44","Va","80","10","54"
"2024-02-01T17:59:49","NA","4","8","54"
"2024-02-01T18:01:37","EV","9","9","54"
"2024-02-01T18:01:39","GR","1","9","54"
"2024-02-01T18:01:59","TD","98","9","54"
"2024-02-01T18:03:23","CD","70","4","54"
"2024-02-01T18:11:48","JM","6","5","54"
"2024-02-01T18:19:29","TM","100","7","54"
